,w5_p_outcome,w5_hhid,pid,w5_p_proxyassent,w5_p_intrv_d,w5_p_intrv_m,w5_p_intrv_y,w5_p_intrv_c,w5_p_refexpl,w5_p_refexpl_o,w5_p_refint,w5_p_refgen,w5_p_refage,w5_p_respid,w5_p_resprox,w5_p_resprox_o,w5_p_sample,w5_p_duration,w5_p_dob_m,w5_p_dob_y,w5_p_gen,w5_p_popgrp,w5_p_popgrp_o,w5_p_parhpid,w5_p_mar,w5_p_mary_m,w5_p_mary_l,w5_p_evmar,w5_p_curmarst,w5_p_timewid,w5_p_timediv,w5_p_lng,w5_p_lng_o,w5_p_slpw,w5_p_slpm,w5_p_lvevoth,w5_p_brnprov,w5_p_brnprov_flg,w5_p_brndc_2001,w5_p_brndc_2001_flg,w5_p_brndc_2011,w5_p_brndc_2011_flg,w5_p_brncc,w5_p_brncc_flg,w5_p_lv94prov,w5_p_lv94prov_flg,w5_p_lv15prov,w5_p_lv15prov_flg,w5_p_moveyr,w5_p_lvbfprov,w5_p_lvbfdc_2001,w5_p_lvbfdc_2011,w5_p_lvbfcc,w5_p_emactcur,w5_p_emactcur_o,w5_p_em1occ_isco_c,w5_p_em1prod_c,w5_p_em1inc_brac1,w5_p_em1inc_brac2,w5_p_em1inc_brac3,w5_p_em1inc_brac4,w5_p_em1inc_brac5,w5_p_em1inc_brac6,w5_p_em1inc_cat,w5_p_incgovpen,w5_p_incgovpen_v,w5_p_incdis,w5_p_incdis_v,w5_p_incchld,w5_p_incchld_v,w5_p_incfos,w5_p_incfos_v,w5_p_inccare,w5_p_inccare_v,w5_p_incaid,w5_p_incaid_v,w5_p_incwar,w5_p_incwar_v,w5_p_incuif,w5_p_incuif_v,w5_p_incwc,w5_p_incwc_v,w5_p_incpfnd,w5_p_incpfnd_v,w5_p_incret,w5_p_incret_v,w5_p_incretp,w5_p_incretp_v,w5_p_incrnt,w5_p_incrnt_v,w5_p_incint,w5_p_incint_v,w5_p_incretr,w5_p_incretr_v,w5_p_incinh,w5_p_incinh_v,w5_p_inclob,w5_p_inclob_v,w5_p_incgif,w5_p_incgif_v,w5_p_incloan,w5_p_incloan_v,w5_p_incsale,w5_p_incsale_v,w5_p_inco,w5_p_inco_o,w5_p_inco_v,w5_p_grcur,w5_p_grcurtyp,w5_p_grcurecpid,w5_p_grcurecrel,w5_p_edschgrd,w5_p_edschgrd_flg,w5_p_edschgrd_o,w5_p_edschyr,w5_p_edschyr_flg,w5_p_edschage,w5_p_edter,w5_p_edter_flg,w5_p_edterlev,w5_p_edterlev_o,w5_p_edteryr,w5_p_ed17cur,w5_p_ed17curatt,w5_p_ed17curlev,w5_p_ed17curlev_o,w5_p_ed17cursub,w5_p_ed17cursub_o,w5_p_ed17curmat,w5_p_ed17wdex,w5_p_hldes,w5_p_hltb,w5_p_hlbp,w5_p_hldia,w5_p_hlstrk,w5_p_hlast,w5_p_hlhrt,w5_p_hlcan,w5_p_hlser,w5_p_hlser1,w5_p_hlser2,w5_p_hlser3,w5_p_hlser4,w5_p_hlser_o,w5_p_hlvisaid,w5_p_hlhraid,w5_p_intlng1,w5_p_intlng2,w5_p_intlng3,w5_p_intlng4,w5_p_intresp,w5_p_intrespact,w5_p_intresphear,w5_p_intrespque,w5_p_intresppid1,w5_p_intresppid2,w5_p_intresppid3,w5_p_intrvinfo
1479,Successfully Interviewed,510389,305218,Yes,24th,June,2017.0,122,,,,,,305222.0,Away on business/for work,,2008 sample,12.0,November,1954.0,Male,African,,305222.0,Formally married,21.0,,,,,,Afrikaans,,0 Nights,6 Nights,No,,,,,,,,,,,,,,,,,,Working for pay,,"Plant and machine operators, and assemblers",Mining and Quarrying,More than,,More than,,Less than,,"R6,001-R11,999",No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,,,,,Grade 6 (Std. 4),Surveyed,,Don't know,Surveyed,Don't know,Yes,Surveyed,Missing,,Missing,,,,,,,,,Good,No,Yes,No,No,No,No,No,Yes,Other,,,,He Has A Back Problem,No,No,Afrikaans,English,,,Neither hostile nor friendly,Very attentive,No other person within hearing range at any time,No,,,,Good
1480,Successfully Interviewed,510390,303806,Yes,9th,February,2017.0,147,,,,,,738181.0,Refused but allowed a proxy,,2008 sample,21.0,November,1992.0,Male,African,,"No, no spouse or partner",,,,No,,,,Sepedi,,7 Nights,30 Nights,Yes,Limpopo,Surveyed,Capricorn District Municipality,Surveyed,Capricorn (DC35),Surveyed,,,Limpopo,Surveyed,Gauteng,Derived,2010.0,Limpopo,Capricorn District Municipality,Capricorn (DC35),,Working for pay,,"Plant and machine operators, and assemblers","Transport, storage and communication",Less than,More than,,,,,"R1,501-R2,999",No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,,,,,Grade 11 (Std. 9/Form 4),Surveyed,,2009.0,Surveyed,,No,Surveyed,,,,No,No,,,,,,,Good,No,No,No,No,No,No,No,Yes,Other,,,,Ulcer,No,No,Sepedi,English,,,Friendly,Very attentive,No other person within hearing range at any time,No,,,,Good
1481,Successfully Interviewed,510390,303809,Yes,9th,February,2017.0,147,,,,,,722291.0,Refused but allowed a proxy,,2008 sample,16.0,January,1990.0,Male,African,,"No, no spouse or partner",,,,No,,,,Sepedi,,7 Nights,30 Nights,Yes,Limpopo,Surveyed,Capricorn District Municipality,Surveyed,Capricorn (DC35),Surveyed,,,Limpopo,Surveyed,Missing,Derived,2008.0,Limpopo,Capricorn District Municipality,Capricorn (DC35),,Working for pay,,Service and sales workers,"Community, social and personal services",More than,,More than,,About equal to,,"R12,000",No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,,,,,National Certificate Vocational 2 (NCV 2),Surveyed,,2008.0,Surveyed,,Yes,Surveyed,National Certificate Vocational 4 (NCV 4),,2015.0,No,No,,,,,,,Good,No,No,No,No,No,No,No,No,,,,,,No,No,Sepedi,English,,,Neither hostile nor friendly,Very attentive,1+ persons within hearing range for part of the interview,Yes,738181.0,722291.0,,Good
1482,Successfully Interviewed,510390,402907,Yes,19th,August,2017.0,139,,,,,,722291.0,Studying away from home,,2008 sample,14.0,April,1994.0,Male,African,,"No, no spouse or partner",,,,No,,,,Sepedi,,7 Nights,31 Nights,Yes,Gauteng,Surveyed,Missing,Surveyed,Missing,Surveyed,,,Limpopo,Surveyed,Gauteng,Surveyed,2013.0,Gauteng,City Of Tshwane Metropolitan Municipality,City of Tshwane (TSH),,"Full-time scholar or student at school, university, college or another educational institution",,,,,,,,,,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,,,,,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Surveyed,,2012.0,Surveyed,,No,Surveyed,,,,Yes,,Other (specify),Saps Training College,Law,,"Yes, but no exemption required",,Excellent,No,No,No,No,No,No,No,No,,,,,,No,No,Sepedi,,,,Friendly,Very attentive,1+ persons within hearing range for part of the interview,No,,,,Good
1483,Successfully Interviewed,510393,313542,Yes,14th,October,2017.0,48,,,,,,312689.0,Away on business/for work,,2008 sample,11.0,February,1983.0,Female,Asian/Indian,,312689.0,Formally married,13.0,,,,,,English,,7 Nights,30 Nights,Yes,KwaZulu-Natal,Surveyed,Ethekwini Municipality,Surveyed,eThekwini (ETH),Surveyed,,,KwaZulu-Natal,Surveyed,KwaZulu-Natal,Derived,2014.0,KwaZulu-Natal,Ethekwini Municipality,eThekwini (ETH),,Working for pay,,Elementary occupations,Wholesale and Retail trade; repair etc;hotels and restaurants,Less than,About equal to,,,,,"R1,500",No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,,,,,Grade 10 (Std. 8/Form 3),Surveyed,,Don't know,Surveyed,Don't know,No,Surveyed,,,,,,,,,,,,Very good,No,No,No,No,No,No,No,No,,,,,,No,No,English,,,,Friendly,Very attentive,No other person within hearing range at any time,No,,,,Good
1484,Successfully Interviewed,510400,411434,Yes,21st,July,2017.0,114,,,,,,319990.0,Unable to be contacted,,2008 sample,23.0,March,1999.0,Male,African,,"No, no spouse or partner",,,,No,,,,Sesotho,,7 Nights,30 Nights,No,,,,,,,,,,,,,,,,,,"Full-time scholar or student at school, university, college or another educational institution",,,,,,,,,,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,,,,,Grade 7 (Std. 5),Surveyed,,2016.0,Surveyed,,No,Surveyed,,,,Yes,,Grade 8 (Std. 6/Form 1),,,,,,Excellent,No,No,No,No,No,No,No,No,,,,,,No,No,Sesotho,,,,Friendly,Very attentive,No other person within hearing range at any time,No,,,,Very good
1485,Successfully Interviewed,510402,308722,Yes,12th,March,2017.0,121,,,,,,308721.0,Away on business/for work,,2008 sample,-3.0,October,1991.0,Female,African,,"No, no spouse or partner",,,,No,,,,Setswana,,7 Nights,30 Nights,No,,,,,,,,,,,,,,,,,,Unemployed and actively searching for a job in the last four weeks,,,,,,,,,,,No,,No,,Yes,360.0,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,,,,,Grade 10 (Std. 8/Form 3),Surveyed,,2010.0,Surveyed,,No,Surveyed,,,,No,No,,,,,,,Very good,No,No,No,No,No,No,No,No,,,,,,No,No,Setswana,English,,,Friendly,Very attentive,No other person within hearing range at any time,No,,,,Very good
1486,Successfully Interviewed,510409,304930,Yes,26th,June,2017.0,115,,,,,,304927.0,Away on business/for work,,2008 sample,9.0,June,1984.0,Male,African,,304927.0,Formally married,7.0,,,,,,Sesotho,,7 Nights,30 Nights,No,,,,,,,,,,,,,,,,,,Working for pay,,Elementary occupations,"Agriculture, hunting, forestry and fishing",About equal to,,,,,,"R3,000",No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,,,,,Grade 10 (Std. 8/Form 3),Surveyed,,Don't know,Surveyed,Don't know,No,Surveyed,,,,,,,,,,,,Excellent,No,No,No,No,No,No,No,No,,,,,,No,No,Sesotho,,,,Friendly,Very attentive,No other person within hearing range at any time,No,,,,Very good
1487,Successfully Interviewed,510416,704890,Yes,18th,May,2017.0,77,,,,,,720505.0,Too old,,2008 sample,6.0,May,1924.0,Female,African,,"No, spouse or partner is deceased",,,,,,Don't know,,Setswana,,7 Nights,30 Nights,Don't know,,,,,,,,,,,,,,,,,,Long term sick or disabled,,,,,,,,,,,Yes,1500.0,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,,,,,No schooling,Surveyed,,,,,,,,,,,,,,,,,,Poor,No,Yes,No,No,No,No,No,No,,,,,,No,No,Setswana,,,,Friendly,Very attentive,No other person within hearing range at any time,No,,,,"Neither good, nor bad"
1488,Successfully Interviewed,510421,302523,Yes,21st,June,2017.0,148,,,,,,732472.0,Refused but allowed a proxy,,2008 sample,16.0,January,1948.0,Male,African,,305844.0,Formally married,20.0,,,,,,Sepedi,,7 Nights,30 Nights,No,,,,,,,,,,,,,,,,,,Unemployed but not actively searching for a job in the last four weeks.,,,,,,,,,,,Yes,1600.0,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,,,,,Grade 8 (Std. 6/Form 1),Surveyed,,Don't know,Surveyed,Don't know,No,Surveyed,,,,,,,,,,,,Fair,No,No,No,No,No,No,No,No,,,,,,Yes,No,Sepedi,,,,Neither hostile nor friendly,Very attentive,No other person within hearing range at any time,No,,,,Good
1489,Successfully Interviewed,510423,745614,Yes,17th,February,2017.0,94,,,,,,797682.0,Away on business/for work,,2008 sample,10.0,May,1974.0,Male,African,,"No, no spouse or partner",,,,No,,,,Setswana,,7 Nights,31 Nights,No,,,,,,,,,,,,,,,,,,Working for pay,,"Plant and machine operators, and assemblers","Transport, storage and communication",Don't know,,,,,,Don't Know,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,,,,,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Surveyed,,Don't know,Surveyed,Don't know,No,Surveyed,,,,,,,,,,,,Very good,Don't know,No,No,No,No,No,No,No,,,,,,No,No,Sesotho,English,,,Friendly,Very attentive,No other person within hearing range at any time,No,,,,"Neither good, nor bad"
1490,Successfully Interviewed,510423,780399,Yes,17th,February,2017.0,94,,,,,,797682.0,Away on business/for work,,2008 sample,24.0,April,1985.0,Male,African,,785771.0,Living together,,Less than 1 year,No,,,,Setswana,,7 Nights,30 Nights,No,,,,,,,,,,,,,,,,,,Working for pay,,Missing,"Transport, storage and communication",Don't know,,,,,,Don't Know,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,,,,,Grade 11 (Std. 9/Form 4),Surveyed,,Don't know,Surveyed,Don't know,No,Surveyed,,,,,,,,,,,,Very good,Don't know,Don't know,Don't know,Don't know,No,No,No,No,,,,,,No,No,Setswana,,,,Friendly,Very attentive,1+ persons within hearing range for part of the interview,Yes,755348.0,,,Good
1491,Successfully Interviewed,510426,305402,Yes,14th,March,2017.0,94,,,,,,733030.0,On holiday,,2008 sample,11.0,August,1989.0,Male,African,,733030.0,Living together,,8.0,No,,,,Tshivenda,,7 Nights,30 Nights,Yes,Limpopo,Surveyed,Vhembe District Municipality,Surveyed,Vhembe (DC34),Surveyed,,,Limpopo,Surveyed,Missing,Derived,2008.0,Limpopo,Vhembe District Municipality,Vhembe (DC34),,Self-employed,,Craft and related trades workers,Wholesale and Retail trade; repair etc;hotels and restaurants,Less than,Less than,,More than,,,"R751-R1,499",No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,,,,,Grade 11 (Std. 9/Form 4),Surveyed,,Don't know,Surveyed,Don't know,No,Surveyed,,,,No,No,,,,,,,Excellent,No,No,No,No,No,No,No,No,,,,,,No,No,Tshivenda,,,,Friendly,Very attentive,No other person within hearing range at any time,No,,,,Very good
1492,Successfully Interviewed,510429,309267,Yes,30th,July,2017.0,117,,,,,,309217.0,Away on business/for work,,2008 sample,7.0,June,1974.0,Male,African,,309217.0,Formally married,18.0,,,,,,IsiZulu,,7 Nights,30 Nights,No,,,,,,,,,,,,,,,,,,Working for pay,,"Plant and machine operators, and assemblers","Transport, storage and communication",More than,,About equal to,,,,"R6,000",No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,,,,,Grade 10 (Std. 8/Form 3),Surveyed,,Don't know,Surveyed,Don't know,No,Surveyed,,,,,,,,,,,,Very good,No,No,No,No,No,No,No,No,,,,,,No,No,IsiZulu,Setswana,,,Friendly,Very attentive,1+ persons within hearing range for all  of the interview,No,,,,Good
1493,Successfully Interviewed,510430,319620,Yes,15th,April,2017.0,61,,,,,,710541.0,Away on business/for work,,2008 sample,12.0,June,1966.0,Male,Coloured,,321861.0,Living together,,25.0,No,,,,Afrikaans,,7 Nights,30 Nights,Yes,Eastern Cape,Surveyed,Cacadu District Municipality,Surveyed,Cacadu (DC10),Surveyed,,,Western Cape,Surveyed,Missing,Derived,Don't know,Western Cape,Central Karoo District Municipality,Central Karoo (DC5),,Working for pay,,Professionals,"Agriculture, hunting, forestry and fishing",About equal to,,,,,,"R3,000",No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,,,,,Don't know,Surveyed,,Don't know,Surveyed,Don't know,No,Surveyed,,,,,,,,,,,,Good,No,No,No,No,No,No,No,No,,,,,,No,No,English,,,,Friendly,Very attentive,No other person within hearing range at any time,No,,,,Good
1494,Successfully Interviewed,510442,713560,Yes,30th,April,2017.0,44,,,,,,316165.0,Permanently too unwell or disabled,,2008 sample,10.0,February,1987.0,Male,African,,316165.0,Living together,,6.0,No,,,,IsiZulu,,7 Nights,31 Nights,No,,,,,,,,,,,,,,,,,,Long term sick or disabled,,,,,,,,,,,No,,Yes,1500.0,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,,,,,No schooling,Surveyed,,,,,,,,,,,,,,,,,,Good,No,No,No,No,No,No,No,No,,,,,,No,No,IsiZulu,,,,Neither hostile nor friendly,Somewhat attentive,No other person within hearing range at any time,No,,,,"Neither good, nor bad"
1495,Successfully Interviewed,510451,720212,Yes,9th,June,2017.0,89,,,,,,302170.0,Permanently too unwell or disabled,,2008 sample,10.0,March,1993.0,Male,African,,"No, no spouse or partner",,,,No,,,,Setswana,,7 Nights,31 Nights,Yes,North West,Surveyed,Bojanala District Municipality,Surveyed,Bojanala (DC37),Surveyed,,,North West,Surveyed,Missing,Derived,2009.0,North West,Bojanala District Municipality,Bojanala (DC37),,Long term sick or disabled,,,,,,,,,,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,,,,,No schooling,Surveyed,,,,,,,,,,,,,,,,,,Very good,No,No,No,No,No,No,No,Yes,Physically handicapped,"Problems with sight, hearing or speech",,,,No,No,Setswana,,,,Friendly,Very attentive,No other person within hearing range at any time,No,,,,Very good
1496,Refused/ Not Available,510465,408024,,1st,September,2017.0,17,No contact to get proxy permission,,None - Refused calling card,Male,19.0,,,,2008 sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1497,Successfully Interviewed,510466,310507,Yes,1st,March,2017.0,24,,,,,,310508.0,Unable to be contacted,,2008 sample,19.0,September,1987.0,Male,Coloured,,"No, no spouse or partner",,,,No,,,,English,,5 Nights,20 Nights,No,,,,,,,,,,,,,,,,,,Unemployed and actively searching for a job in the last four weeks,,,,,,,,,,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,,,,,Grade 10 (Std. 8/Form 3),Surveyed,,Don't know,Surveyed,Don't know,No,Surveyed,,,,No,No,,,,,,,Very good,No,No,No,No,No,No,No,No,,,,,,No,No,Afrikaans,English,,,Friendly,Very attentive,No other person within hearing range at any time,No,,,,Very good
1498,Successfully Interviewed,510466,403978,Yes,1st,March,2017.0,24,,,,,,310508.0,Unable to be contacted,,2008 sample,14.0,August,1999.0,Male,Coloured,,"No, no spouse or partner",,,,No,,,,English,,5 Nights,20 Nights,No,,,,,,,,,,,,,,,,,,Unemployed and actively searching for a job in the last four weeks,,,,,,,,,,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,No,,,,Grade 10 (Std. 8/Form 3),Surveyed,,2016.0,Surveyed,,No,Surveyed,,,,No,No,,,,,,,Very good,No,No,No,No,No,No,No,No,,,,,,No,No,Afrikaans,English,,,Friendly,Very attentive,No other person within hearing range at any time,No,,,,Very good
1499,Successfully Interviewed,510474,605576,Yes,10th,November,2017.0,16,,,,,,648725.0,Away on business/for work,,2017 sample,8.0,November,1978.0,Female,White,,648725.0,Formally married,2.0,,,,,,English,,7 Nights,30 Nights,Yes,Eastern Cape,Surveyed,Amatole District Municipality,Surveyed,Buffalo City (BUF),Surveyed,,,Eastern Cape,Surveyed,Eastern Cape,Surveyed,2015.0,Eastern Cape,Nelson Mandela Metropolitan Municipality,Nelson Mandela Bay (NMA),,Self-employed,,Professionals,"Community, social and personal services",More than,,More than,,More than,About equal to,"R24,000",No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,,,,,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Surveyed,,1996.0,Surveyed,,Yes,Surveyed,Honours Degree,,2000.0,,,,,,,,,Good,No,No,Yes,No,No,No,No,No,,,,,,Yes,No,English,,,,Friendly,Very attentive,No other person within hearing range at any time,No,,,,Very good
1500,Successfully Interviewed,510477,411739,Yes,5th,September,2017.0,105,,,,,,323070.0,Studying away from home,,2008 sample,63.0,November,2001.0,Male,Coloured,,"No, no spouse or partner",,,,No,,,,Afrikaans,,7 Nights,10 Nights,No,,,,,,,,,,,,,,,,,,"Full-time scholar or student at school, university, college or another educational institution",,,,,,,,,,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,Yes,Child support grant,323070.0,Father or mother,Grade 6 (Std. 4),Surveyed,,2016.0,Surveyed,,No,Surveyed,,,,Yes,,Grade 7 (Std. 5),,,,,,Very good,No,No,No,No,No,No,No,No,,,,,,No,No,Afrikaans,,,,Friendly,Very attentive,No other person within hearing range at any time,No,,,,Good
1501,Successfully Interviewed,510480,304971,Yes,27th,July,2017.0,67,,,,,,734813.0,Away on business/for work,,2008 sample,16.0,October,1979.0,Male,African,,"No, no spouse or partner",,,,No,,,,IsiXhosa,,7 Nights,30 Nights,No,,,,,,,,,,,,,,,,,,Working for pay,,Craft and related trades workers,"Transport, storage and communication",Don't know,,,,,,Don't Know,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,,,,,Grade 11 (Std. 9/Form 4),Surveyed,,Don't know,Surveyed,Don't know,No,Surveyed,,,,,,,,,,,,Very good,Refused,No,No,No,No,No,No,No,,,,,,No,No,IsiXhosa,,,,Friendly,Very attentive,No other person within hearing range at any time,No,,,,Very good
1502,Successfully Interviewed,510494,721528,Yes,26th,April,2017.0,126,,,,,,306397.0,Temporarily unwell,,2008 sample,9.0,April,1949.0,Male,African,,"No, no spouse or partner",,,,No,,,,Setswana,,7 Nights,30 Nights,No,,,,,,,,,,,,,,,,,,Unemployed but not actively searching for a job in the last four weeks.,,,,,,,,,,,Yes,1600.0,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,,,,,No schooling,Surveyed,,,,,,,,,,,,,,,,,,Fair,No,Yes,No,No,No,No,No,Yes,"Problems with sight, hearing or speech",,,,,No,No,Setswana,,,,Friendly,Very attentive,No other person within hearing range at any time,No,,,,Very bad
1503,Successfully Interviewed,510524,591452,Yes,27th,February,2017.0,70,,,,,,324334.0,Away on business/for work,,2008 sample,8.0,January,1970.0,Male,African,,324334.0,Formally married,15.0,,,,,,IsiXhosa,,7 Nights,31 Nights,Yes,Eastern Cape,Surveyed,Chris Hani District Municipality,Surveyed,Chris Hani (DC13),Surveyed,,,Eastern Cape,Surveyed,Missing,Derived,2011.0,Western Cape,City Of Cape Town Metropolitan Municipality,City of Cape Town (CPT),,Working for pay,,"Plant and machine operators, and assemblers","Transport, storage and communication",About equal to,,,,,,"R3,000",No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,,,,,Grade 5 (Std. 3),Surveyed,,Don't know,Surveyed,Don't know,No,Surveyed,,,,,,,,,,,,Very good,Yes,Yes,No,No,No,No,No,No,,,,,,No,No,IsiXhosa,,,,Friendly,Very attentive,No other person within hearing range at any time,No,,,,Very good
1504,Successfully Interviewed,510532,302374,Yes,14th,February,2017.0,69,,,,,,401251.0,"In an institution (e.g. hospital, prison)",,2008 sample,38.0,August,1919.0,Female,African,,"No, spouse or partner is deceased",,,,,,Don't know,,Isitsonga,,0 Nights,0 Nights,Yes,Limpopo,Surveyed,Waterberg District Municipality,Surveyed,Waterberg (DC36),Surveyed,,,Limpopo,Surveyed,Missing,Derived,2011.0,Limpopo,Waterberg District Municipality,Waterberg (DC36),,Don't know,,,,,,,,,,,Yes,1500.0,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,,,,,Don't know,Surveyed,,Missing,Surveyed,,Don't know,Surveyed,,,,,,,,,,,,Fair,No,Yes,Yes,No,No,No,No,Yes,Physically handicapped,"Problems with sight, hearing or speech",,,,No,Yes,IsiZulu,,,,Friendly,Very attentive,No other person within hearing range at any time,No,,,,Very good
1505,Successfully Interviewed,510539,501571,Yes,23rd,August,2017.0,68,,,,,,312296.0,Away on business/for work,,2008 sample,16.0,November,1966.0,Male,African,,312296.0,Formally married,9.0,,,,,,IsiZulu,,3 Nights,20 Nights,No,,,,,,,,,,,,,,,,,,Working for pay,,Craft and related trades workers,Construction,About equal to,,,,,,"R3,000",Yes,1600.0,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,,,,,Grade 8 (Std. 6/Form 1),Surveyed,,1984.0,Surveyed,,No,Surveyed,,,,,,,,,,,,Very good,No,No,No,No,No,No,No,No,,,,,,No,No,IsiZulu,,,,Friendly,Very attentive,1+ persons within hearing range for part of the interview,No,,,,Good
1506,Successfully Interviewed,510543,304923,Yes,16th,June,2017.0,110,,,,,,304924.0,Temporarily away from home for other reasons  (specify),Personal Reasons,2008 sample,9.0,March,1948.0,Female,Coloured,,"No, spouse or partner is deceased",,,,,,Don't know,,Afrikaans,,7 Nights,30 Nights,Don't know,,,,,,,,,,,,,,,,,,Retired,,,,,,,,,,,Yes,1600.0,No,,No,,Yes,1600.0,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,,,,,No schooling,Response from historical data,,,,,,,,,,,,,,,,,,Fair,No,Yes,No,No,No,No,No,No,,,,,,No,No,Setswana,,,,Friendly,Very attentive,1+ persons within hearing range for all  of the interview,No,,,,Good
1507,Successfully Interviewed,510543,404418,Yes,21st,June,2017.0,110,,,,,,304924.0,Temporarily away from home for other reasons  (specify),Visiting,2008 sample,17.0,April,1999.0,Female,African,,"No, no spouse or partner",,,,No,,,,Afrikaans,,7 Nights,30 Nights,No,,,,,,,,,,,,,,,,,,Unemployed and actively searching for a job in the last four weeks,,,,,,,,,,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,,,,,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Surveyed,,2016.0,Surveyed,,No,Surveyed,,,,No,No,,,,,,,Good,No,No,No,No,No,No,No,No,,,,,,No,No,Setswana,,,,Friendly,Very attentive,1+ persons within hearing range for all  of the interview,No,,,,Good
1508,Successfully Interviewed,510550,582896,Yes,11th,October,2017.0,138,,,,,,739368.0,Temporarily unwell,,2008 sample,15.0,October,1980.0,Male,African,,"No, no spouse or partner",,,,No,,,,IsiZulu,,0 Nights,0 Nights,Yes,KwaZulu-Natal,Surveyed,Ugu District Municipality,Surveyed,Ugu (DC21),Surveyed,,,KwaZulu-Natal,Surveyed,Eastern Cape,Derived,2015.0,KwaZulu-Natal,Ugu District Municipality,Ugu (DC21),,Working for pay,,Craft and related trades workers,Construction,More than,,About equal to,,,,"R6,000",No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,,,,,Grade 4 (Std. 2),Surveyed,,Don't know,Surveyed,Don't know,No,Surveyed,,,,,,,,,,,,Fair,Yes,No,No,No,Don't know,No,No,Don't know,,,,,,No,No,IsiXhosa,,,,Friendly,Very attentive,No other person within hearing range at any time,No,,,,Very good
